,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,label
81,Calling all #UBuffalo students! Don’t forget to complete your campus culture student survey! https://t.co/RjNO37JpvL,FALSE,9,NA,03/27/2019 16:48,FALSE,NA,1.11095E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,15,FALSE,FALSE,NA,NA,0
82,"Team &amp; volunteer registration for Oozefest 2019 is now open! <U+0001F64C><U+0001F3D0> Before you can get down and dirty on May 4th, get y… https://t.co/1FXlpdQMAE",FALSE,6,NA,03/26/2019 14:20,TRUE,NA,1.11055E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
83,@CDillard24 <U+0001F918><U+0001F499>,FALSE,2,CDillard24,03/25/2019 23:13,FALSE,1.11024E+18,1.11032E+18,838713894,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
84,"A HUGE shoutout to @UBMarchingBand, @UBDazzlers, and @UBCheer for helping all Bulls fans stay loud and proud all se… https://t.co/EV6eDPe3bB",FALSE,44,NA,03/25/2019 18:22,TRUE,NA,1.11025E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,5,FALSE,FALSE,NA,NA,0
85,@UBBigBlue Come back soon! Miss you <U+0001F618>,FALSE,2,UBBigBlue,03/25/2019 13:00,FALSE,1.11016E+18,1.11016E+18,2535639948,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
86,"Hard work. <U+0001F477><U+0001F3FD><U+200D><U+2640><U+FE0F><U+0001F477><U+0001F3FD><U+200D><U+2642><U+FE0F> That’s all we could ask for, and we got heaps of it. Thank you for another historic season… https://t.co/rey5vY96gU",FALSE,62,NA,03/25/2019 1:25,TRUE,NA,1.10999E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,8,FALSE,FALSE,NA,NA,0
87,<U+0001F918><U+0001F918><U+0001F918><U+0001F918><U+0001F918> #UBhornsUP #UBuffalo https://t.co/dx7HP7kug1,FALSE,14,NA,03/25/2019 0:27,FALSE,NA,1.10998E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
88,There’s no denying our perseverance. #UBDancing #UBuffalo https://t.co/eJ2sgJ5ayN,FALSE,5,NA,03/24/2019 23:28,FALSE,NA,1.10996E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
89,@buffalostate @UBwomenshoops @UBmenshoops https://t.co/FVkOD1kBmj,FALSE,17,buffalostate,03/23/2019 2:04,FALSE,1.10926E+18,1.10927E+18,14002702,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
90,@UBmenshoops <U+0001F918>,FALSE,4,UBmenshoops,03/22/2019 22:34,FALSE,1.10922E+18,1.10922E+18,764395134,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
91,Next! <U+0001F918> #UBDancing #UBuffalo https://t.co/M1s2c6bELg,FALSE,9,NA,03/22/2019 22:32,FALSE,NA,1.10922E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
92,It’s time. #UBhornsUP<U+0001F918> #UBDancing #UBuffalo https://t.co/kE4AsxAR1u,FALSE,5,NA,03/22/2019 20:03,FALSE,NA,1.10918E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
93,"Congratulations, Chef! <U+0001F64C>  Any chance we'll see some of that venison tenderloin at C3? <U+0001F60D> #UBuffalo https://t.co/s21tVtVIug",FALSE,12,NA,03/21/2019 14:46,FALSE,NA,1.10874E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
94,Congrats @UBmenshoops! <U+0001F389> #UBDancing <U+0001F3C0> #UBhornsUP <U+0001F918> https://t.co/2uT0KrAZrd,FALSE,7,NA,03/17/2019 2:01,FALSE,NA,1.1071E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
95,@UBmenshoops https://t.co/N20YhvVPTP,FALSE,1,UBmenshoops,03/17/2019 1:29,FALSE,1.10709E+18,1.10709E+18,764395134,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
96,Congrats @UBwomenshoops!!!! #UBDancing #UBhornsUP<U+0001F918> #UBuffalo https://t.co/z7dUfd458b,FALSE,11,NA,03/16/2019 17:06,FALSE,NA,1.10697E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
97,@UBwomenshoops https://t.co/QxYc0msFLZ,FALSE,1,UBwomenshoops,03/16/2019 16:14,FALSE,1.10695E+18,1.10695E+18,764413795,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
98,@UBmenshoops https://t.co/iTIX6EUdrv,FALSE,30,UBmenshoops,03/16/2019 0:43,FALSE,1.10672E+18,1.10672E+18,764395134,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
99,This is a lot closer than we thought it would be! <U+0001F605>,FALSE,0,UBStudentExp,03/15/2019 17:24,FALSE,1.10633E+18,1.10661E+18,119885955,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
100,Both of today's games will be on the big screen in the Student Union. #ClevelandIsTheReason #UBhornsUP<U+0001F918> https://t.co/TixjbggnBu,FALSE,1,NA,03/15/2019 13:53,FALSE,NA,1.10655E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
101,"<U+0001F967> vs <U+0001F535>. Thoughts, #UBuffalo? #PieDay",FALSE,0,NA,03/14/2019 22:44,FALSE,NA,1.10633E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
102,"Rain or shine, we’ll take it! #Good2BeBlue https://t.co/vEBCvMK5i6",FALSE,1,NA,03/14/2019 18:44,FALSE,NA,1.10626E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
103,@UBmenshoops https://t.co/FDP1Q3hvpO,FALSE,3,UBmenshoops,03/14/2019 17:58,FALSE,1.10625E+18,1.10625E+18,764395134,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
104,"While our @UBmenshoops are going to work in Cleveland, we’re in Alumni helping our job-ready Bulls look for work at… https://t.co/r67j57JD2z",FALSE,6,NA,03/14/2019 17:13,TRUE,NA,1.10624E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
105,"If you are financially struggling after an emergency, #UBuffalo’s Student Emergency Funds may be able to help. <U+0001F499>… https://t.co/MCwnkNdZB6",FALSE,2,NA,03/13/2019 23:20,TRUE,NA,1.10597E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
106,Reminder: The deadline for registering for the LEAD UB Conference is TODAY! Learn about leadership and diversity wi… https://t.co/yevAB2LsOH,FALSE,0,NA,02/15/2019 16:30,TRUE,NA,1.09645E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
107,Feel the love! Free hugs <U+0001F917> and therapy doggie snuggles <U+0001F436> have us feeling warm and #Good2BeBlue on this cold winter… https://t.co/UIZHTrWoGx,FALSE,9,NA,02/14/2019 17:00,TRUE,NA,1.09609E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
108,"Happy Valentine's Day! <U+0001F499> Come celebrate your love for yourself, your partner, friends, and our #UBuffalo community… https://t.co/bplB3a5Yjg",FALSE,6,NA,02/14/2019 15:01,TRUE,NA,1.09606E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
109,Come roller skate with friends <U+0001F46B> or a date <U+2764><U+FE0F> while enjoying a night of music and free food in SU Lobby on Feb 15.… https://t.co/jsbvk9AzuL,FALSE,4,NA,02/13/2019 21:59,TRUE,NA,1.0958E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
110,"Eat healthy! <U+0001F347><U+0001F952> @WholeFoods has all kinds of fresh, natural and organic groceries - especially great for special di… https://t.co/SZyg0amk9Q",FALSE,0,NA,02/13/2019 18:36,TRUE,NA,1.09575E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
111,Reminder: Discuss the proposed fees for the 2019-2020 academic year with the fee stewards from various university o… https://t.co/8n1M3KnSpC,FALSE,0,NA,02/13/2019 17:16,TRUE,NA,1.09573E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
112,Know your status! Student Health Services and the PRIDE Center are offering FREE HIV testing to the #UBuffalo commu… https://t.co/QoNF2gTWwb,FALSE,0,NA,02/13/2019 15:37,TRUE,NA,1.09571E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
113,Reminder: #UBuffalo Emergency Management's interactive session on Western New York winter weather is tomorrow night… https://t.co/7yl1mjmgO2,FALSE,0,NA,02/13/2019 0:00,TRUE,NA,1.09547E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
114,Completing the National College Health Assessment helps us understand where our students need additional support. W… https://t.co/RPLoBdDTCX,FALSE,1,NA,02/12/2019 16:00,TRUE,NA,1.09535E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
115,Understanding Your Fees: The annual broad-based fee consultation process is now underway through Feb. 22. Attend We… https://t.co/8m2xO8LIW6,FALSE,1,NA,02/11/2019 19:35,TRUE,NA,1.09504E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
116,"Do you want to make new friends, try new activities, and join new clubs? Or do you want to attend a workshop to lea… https://t.co/pFIRuxFNsE",FALSE,2,NA,02/11/2019 16:00,TRUE,NA,1.09499E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
117,"https://t.co/iWSQ6Q5WhT
Graduating students, the 2019 African, Latino, Asian, Native American (ALANA) Celebration o… https://t.co/7yrdY5n5Qu",FALSE,1,NA,02/09/2019 17:59,TRUE,NA,1.09429E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
118,"https://t.co/GoNoQuroCO
<U+0001F33B> Spring will be here before you know it! Head to the Fashion Outlets mall to freshen up yo… https://t.co/NVLFVzzTLN",FALSE,1,NA,02/08/2019 16:32,TRUE,NA,1.09391E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
119,You can’t be too prepared for winter weather. <U+0001F328><U+2744><U+FE0F> Get lots of information about winter weather in Western New York… https://t.co/St1pzMMTfJ,FALSE,0,NA,02/07/2019 21:16,TRUE,NA,1.09362E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
120,"Stay active and healthy! <U+0001F3C3><U+0001F3FD><U+200D><U+2640><U+FE0F><U+0001F4AA><U+0001F3FC> Hit the Alumni Arena gym, residence hall gyms, or head off campus to nearby… https://t.co/ukSAoSaNKw",FALSE,1,NA,02/07/2019 18:37,TRUE,NA,1.09358E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
121,"Thankfully, it hasn’t been quite as cold this week. Still, be careful and stay safe in this freezing rain and ice,… https://t.co/rHNOwVx41k",FALSE,4,NA,02/06/2019 22:13,TRUE,NA,1.09327E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
122,"Share tea, snacks &amp; conversation with students from all cultures at International Tea Time! <U+2615><U+FE0F> Tonight and every We… https://t.co/gq6lKOMP6K",FALSE,2,NA,02/06/2019 18:47,TRUE,NA,1.09322E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
123,"Students who practice mindfulness and meditation are less-stressed, sleep better, and have more self-compassion. Le… https://t.co/j3EmeyNBgc",FALSE,0,NA,02/06/2019 15:40,TRUE,NA,1.09317E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
124,Take the UB the Impact Challenge! Complete and track 500 hours on service using UBLinked to receive service cords a… https://t.co/BOcCQNSRyd,FALSE,0,NA,02/05/2019 21:43,TRUE,NA,1.0929E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
125,"Reminder: If you still want to make changes to your class schedule, you can! The spring 2019 undergraduate and grad… https://t.co/7WF1eQVhc9",FALSE,1,NA,02/05/2019 17:17,TRUE,NA,1.09283E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
126,Did you know recycled <U+0001F384>'s  and student volunteers are saving the coastline? Alternative Break participants contribu… https://t.co/hj8VHqoZAS,FALSE,4,NA,02/04/2019 20:55,TRUE,NA,1.09253E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
127,"Update: Due to unforeseen circumstances, Saturdays of Service have been cancelled for February, March, and April. U… https://t.co/jdyfLXY7Z8",FALSE,0,UBStudentExp,02/01/2019 17:29,TRUE,1.08568E+18,1.09139E+18,119885955,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
128,Reminder: Orientation Leader applications are due today! #UBuffalo https://t.co/0cPsMjGogS,FALSE,0,NA,02/01/2019 14:03,FALSE,NA,1.09134E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
129,Update: The university has extended the spring 2019 undergraduate and graduate regular session drop/add deadline th… https://t.co/5YNWke7Mfo,FALSE,1,UBStudentExp,02/01/2019 13:47,TRUE,1.09036E+18,1.09133E+18,119885955,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
130,"If you or someone you know is struggling after a financial emergency, we may be able to help. <U+0001F499>… https://t.co/W52z7Y8qY3",FALSE,1,NA,01/31/2019 15:54,TRUE,NA,1.091E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
131,"The drop/add deadline is Monday, February 4th! Don't wait, consult your advisor, and make those final adjustments t… https://t.co/IFOS9r3EhX",FALSE,2,NA,01/29/2019 21:34,TRUE,NA,1.09036E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
132,"""I'm Hanna Hall, a 5'3"" Division 1 point guard from the University at  Buffalo and I struggle with mental illness e… https://t.co/MkbQz7nA59",FALSE,3291,NA,05/06/2019 16:17,TRUE,NA,1.12543E+18,NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",UBAthletics,1134,FALSE,FALSE,NA,NA,0
133,"Villarini And Burke Named Athletes Of The Week

https://t.co/PBWvjjAlES

#UBHornsUp https://t.co/Bzim9zqdjY",FALSE,17,NA,05/06/2019 15:26,FALSE,NA,1.12542E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,3,FALSE,FALSE,NA,NA,0
134,"Check out some of the best moments from tonight’s The Victors celebration

https://t.co/vlvLh3mOFs

#UBHornsUp",FALSE,29,NA,05/06/2019 1:02,FALSE,NA,1.1252E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,11,FALSE,FALSE,NA,NA,0
135,And The Victors are underway! https://t.co/CwWVTPv5Ez,FALSE,27,NA,05/05/2019 22:58,FALSE,NA,1.12517E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,2,FALSE,FALSE,NA,NA,0
136,"Great article about our UB student-athletes give back to the community https://t.co/WvfAYrOqqD

#UBhornsUP",FALSE,37,NA,05/01/2019 13:16,FALSE,NA,1.12358E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,12,FALSE,FALSE,NA,NA,0
137,"Schwarz And Gilfus Named Athletes Of The Week

https://t.co/zDs0f6P06T

#UBhornsUP https://t.co/Nu5QglQkGJ",FALSE,42,NA,04/29/2019 15:57,FALSE,NA,1.12289E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,8,FALSE,FALSE,NA,NA,0
138,Come on out and support @ubwomentennis this afternoon at Miller Tennis Center in the MAC Semifinals against Akron a… https://t.co/0IJv9b4mVE,FALSE,8,NA,04/27/2019 13:41,TRUE,NA,1.12213E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,5,FALSE,FALSE,NA,NA,0
139,"Come cheer on @ubwomentennis in the @MACSports tournament tomorrow at 2pm vs. Western Michigan! Location TBD.

<U+0001F3BE> Fr… https://t.co/MOVFChUSER",FALSE,22,NA,04/25/2019 19:04,TRUE,NA,1.12149E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,7,FALSE,FALSE,NA,NA,0
140,"#StrikeOutCancer

Come out and support @UBBullssoftball Friday afternoon when they host Kent State at 3pm!… https://t.co/yoTeHe3TBm",FALSE,38,NA,04/23/2019 17:35,TRUE,NA,1.12074E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,20,FALSE,FALSE,NA,NA,0
141,"Villarini And Wray Named Athletes Of The Week

https://t.co/B7jeBO39T5

#UBhornsUP https://t.co/nYL4l64V23",FALSE,44,NA,04/22/2019 13:54,FALSE,NA,1.12033E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,8,FALSE,FALSE,NA,NA,0
142,"Through the @BeTheMatch program 
@motwinowski47 of @ubfootball will be donating bone marrow to help save a life!… https://t.co/jjXRv3rqOI",FALSE,104,NA,04/19/2019 18:26,TRUE,NA,1.11931E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBAthletics,34,FALSE,FALSE,NA,NA,0
143,"Wende And Fridell Named Athletes Of The Week

https://t.co/ex4G0oYj1j

#UBHornsUP https://t.co/AoTxvrZ7yM",FALSE,29,NA,04/15/2019 15:06,FALSE,NA,1.11781E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,6,FALSE,FALSE,NA,NA,0
144,"Hey @UBuffalo students, come have lunch at Miller Tennis Center and support @UBmenstennis for Senior Day!

Free <U+0001F355><U+0001F355>… https://t.co/dY8lJG2pVH",FALSE,19,NA,04/12/2019 13:46,TRUE,NA,1.1167E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,6,FALSE,FALSE,NA,NA,0
145,Congrats @CDillard24!!#ForeverABull https://t.co/OptwKovYGE,FALSE,246,NA,04/11/2019 0:41,FALSE,NA,1.11614E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,29,FALSE,FALSE,NA,NA,0
146,"We are aware of the issues on https://t.co/iwgEVkQOvo right now and are working to have it resolved.

Thank you for your patience.",FALSE,6,NA,04/10/2019 15:02,FALSE,NA,1.11599E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,1,FALSE,FALSE,NA,NA,0
147,"Matheney And Patterson Named Athletes Of The Week

https://t.co/hrk4YgXDL3

#UBhornsUP https://t.co/0zbhNmWGgU",FALSE,82,NA,04/08/2019 19:14,FALSE,NA,1.11533E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,18,FALSE,FALSE,NA,NA,0
148,"TOMORROW, Miller Tennis Center is the place to be!!

FREE UB Buffs for the first 100 fans!
2<U+FE0F><U+20E3><U+274E> UB Rewards App poin… https://t.co/iGQtKWA6pY",FALSE,19,NA,04/06/2019 15:08,TRUE,NA,1.11455E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,8,FALSE,FALSE,NA,NA,0
149,"Miller Tennis Center is the place to be Sunday afternoon!

FREE UB Buffs for the first 100 fans!
2<U+FE0F><U+20E3><U+274E> UB Rewards Ap… https://t.co/yMdXoDX3WQ",FALSE,31,NA,04/03/2019 13:51,TRUE,NA,1.11344E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,8,FALSE,FALSE,NA,NA,0
150,"Aguon And Burke Named Athletes Of The Week 
https://t.co/GFHpLBacrY

#UBhornsUP https://t.co/gC2Xj4A5Nz",FALSE,47,NA,04/01/2019 17:26,FALSE,NA,1.11277E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,13,FALSE,FALSE,NA,NA,0
151,So you want to work in sports? Want to gain real-life experience in a college athletic setting? We got you covered!… https://t.co/FosoeO5s7y,FALSE,35,NA,03/29/2019 14:53,TRUE,NA,1.11164E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBAthletics,16,FALSE,FALSE,NA,NA,0
152,"Spoiler Alert ... Victor E. Bull won! 

#mascotdanceoff 

#UBDancing #UBhornsUP https://t.co/Iv4Oq5PlAH",FALSE,59,NA,03/24/2019 23:24,FALSE,NA,1.10996E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,7,FALSE,FALSE,NA,NA,0
153,@ubalumni @UBmenshoops @UBwomenshoops @UBuffalo <U+0001F499><U+0001F918>,FALSE,1,ubalumni,03/24/2019 23:16,FALSE,1.10996E+18,1.10996E+18,13830252,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,0,FALSE,FALSE,NA,NA,0
154,"<U+0001F5E3> ROLL CALL

It’s almost game time x 2<U+FE0F><U+20E3> again today! 

Where will you be cheering from as  the Bulls take the cour… https://t.co/u70ag4XyLd",FALSE,130,NA,03/24/2019 21:14,TRUE,NA,1.10993E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,38,FALSE,FALSE,NA,NA,0
155,Who else is ready to #FlyTheFlag today for @UBwomenshoops &amp; @UBmenshoops 2nd Round NCAA tournament games?!?!… https://t.co/tvH1OmZJGM,FALSE,142,NA,03/24/2019 16:03,TRUE,NA,1.10985E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,21,FALSE,FALSE,NA,NA,0
156,@UBScience @UBmenshoops @UBwomenshoops <U+0001F499><U+0001F918>,FALSE,1,UBScience,03/24/2019 15:50,FALSE,1.10977E+18,1.10984E+18,257466644,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,0,FALSE,FALSE,NA,NA,0
157,@August___West @UBuffalo @ubalumni <U+0001F499><U+0001F918>,FALSE,1,August___West,03/24/2019 15:49,FALSE,1.1098E+18,1.10984E+18,3826498347,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,0,FALSE,FALSE,NA,NA,0
158,"Appreciate the words from Hall of Famer Geno Auriemma!

#UBhornsUP https://t.co/E0Fkj5VpbL",FALSE,153,NA,03/23/2019 18:23,FALSE,NA,1.10952E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UBAthletics,31,FALSE,FALSE,NA,NA,0
159,@UB_XCTF @UBmenshoops @UBwomenshoops <U+0001F499><U+0001F918> #Bulls4Bulls,FALSE,4,UB_XCTF,03/22/2019 22:15,FALSE,1.1092E+18,1.10922E+18,63512853,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,0,FALSE,FALSE,NA,NA,0
160,#UBDancing https://t.co/pGSfl04g6c,FALSE,23,NA,03/22/2019 22:15,FALSE,NA,1.10922E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,2,FALSE,FALSE,NA,NA,0
